index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
667,,QUINN MEINERZ,2021,C,"Excellent snap quickness and setupplays with bent knees  long arms and a low center of gravity in his pass setsmoves with athletic feet and hips to
slide or redirect vs  gap quicknessstuns with a controlled  well placed punch and stays balanced through contactlatches with his physical hands in the run game
and drives his feet to create movementbulldog of a finisher with a mean  fierce demeanorself made player who has worked tirelessly to get to this pointglass 
eater with a genuine love for football  which is also clear in practice and the weight roomhas a high threshold for pain  played through a broken hand during Senior
Bowl practices was the rare underclassman who earned captainship at Whitewaterself taught snapper and offers guard center flexibility","Inexperienced vs  top competition  playing at the Division III levelallows the hands of defenders into his bodycan get tossed when his base narrows
and his weight overextends past his toeshas NFL quality core strength  but can be late to recover once defenders gain the upper handmay struggle to turn
defenders at the pro levelhis Senior Bowl was much improved  but his weight and movements had a sloppy element on tape  playing inefficient and top
heavyplayed tackle in high school and only played left guard in college and will require further development at centersuffered a broken bone in his right hand
 January 2021  at the Senior Bowl",quinn meinerz,quinn meinerz-C,,,,-0.05,excellent snap quickness setupplays bent knee long arm low center gravity pas setsmoves athletic foot hip slide redirect gap quicknessstuns controlled well placed punch stay balanced contactlatches physical hand run game drive foot create movementbulldog finisher mean fierce demeanorself made player worked tirelessly get pointglass eater genuine love football also clear practice weight roomhas high threshold pain played broken hand senior bowl practice rare underclassman earned captainship whitewaterself taught snapper offer guard center flexibility,inexperienced top competition playing division iii levelallows hand defender bodycan get tossed base narrow weight overextends past toeshas nfl quality core strength late recover defender gain upper handmay struggle turn defender pro levelhis senior bowl much improved weight movement sloppy element tape playing inefficient top heavyplayed tackle high school played left guard college require development centersuffered broken bone right hand january senior bowl,excellent snap quickness setupplays bent knee long arm low center gravity pas setsmoves athletic foot hip slide redirect gap quicknessstuns controlled well placed punch stay balanced contactlatches physical hand run game drive foot create movementbulldog finisher mean fierce demeanorself made player worked tirelessly get pointglass eater genuine love football also clear practice weight roomhas high threshold pain played broken hand senior bowl practice rare underclassman earned captainship whitewaterself taught snapper offer guard center flexibility inexperienced top competition playing division iii levelallows hand defender bodycan get tossed base narrow weight overextends past toeshas nfl quality core strength late recover defender gain upper handmay struggle turn defender pro levelhis senior bowl much improved weight movement sloppy element tape playing inefficient top heavyplayed tackle high school played left guard college require development centersuffered broken bone right hand january senior bowl,"['senior bowl', 'bent knee', 'captainship whitewaterself', 'bowl practice', 'core strength', 'defender gain', 'drive foot', 'center gravity', 'foot hip', 'gain upper']",tyler linderbaum-C,0.3241,cohl cabral-C,0.2575,graham barton-C,0.228,nick harris-C,0.1923,cam jurgens-C,0.1474,tyler linderbaum-C,0.11098544995914088,cohl cabral-C,-0.05,graham barton-C,-0.01186773018237681,nick harris-C,-0.05,cam jurgens-C,-0.03012039199864715,1.1493,0.00551187337472814
668,123.0,JOSH MYERS,2021,C,"Passes the eye test with his framework and build boasts a strong upper body with rude  forceful hands able to match power for power with his
opponent has the body control to gain positioning  anchor and strike from his hips moves bodies on down blocks  generating force from his core efficiently climbs
to the second level and transitions well on combos highly physical run blocker and plays with the demeanor required for NFL trench play mean  consistent block
finisher his coaches say his intelligence is among the best they ve seen in Columbus football lifer and team captain at Ohio State   he was the voice in the middle
of the offensive huddle getting guys going offers roster flexibility at either center or guard ","Tends to play top heavy  leading to him leaning and falling off blocks can be surprised by quickness and needs to replace reset his hands more
efficiently in pass pro his lateral agility is only average makes too much contact with his own blockers when working down the line of scrimmage his angles on
second level blocks or screen plays have room for improvement needs to drop his pads more consistently to drive and create displacement didn t log any college
starts at guard missed the Senior Bowl due to a turf toe injury  January 2021   requiring surgery 
 132 ",josh myers,josh myers-C,59992.0,josh myers,C,-0.057762611433003194,pass eye test framework build boast strong upper body rude forceful hand able match power power opponent body control gain positioning anchor strike hip move body block generating force core efficiently climb second level transition well combo highly physical run blocker play demeanor required nfl trench play mean consistent block finisher coach say intelligence among best seen columbus football lifer team captain ohio state voice middle offensive huddle getting guy going offer roster flexibility either center guard,tends play top heavy leading leaning falling block surprised quickness need replace reset hand efficiently pas pro lateral agility average make much contact blocker working line scrimmage angle second level block screen play room improvement need drop pad consistently drive create displacement log college start guard missed senior bowl due turf toe injury january requiring surgery,pass eye test framework build boast strong upper body rude forceful hand able match power power opponent body control gain positioning anchor strike hip move body block generating force core efficiently climb second level transition well combo highly physical run blocker play demeanor required nfl trench play mean consistent block finisher coach say intelligence among best seen columbus football lifer team captain ohio state voice middle offensive huddle getting guy going offer roster flexibility either center guard tends play top heavy leading leaning falling block surprised quickness need replace reset hand efficiently pas pro lateral agility average make much contact blocker working line scrimmage angle second level block screen play room improvement need drop pad consistently drive create displacement log college start guard missed senior bowl due turf toe injury january requiring surgery,"['second level', 'able match', 'angle second', 'captain ohio', 'body control', 'climb second', 'coach say', 'college start', 'center guard', 'eye test']",olu oluwatimi-C,0.2559,tyler linderbaum-C,0.2511,nick harris-C,0.2438,jimmy morrissey-C,0.2189,juice scruggs-C,0.198,olu oluwatimi-C,-0.05,tyler linderbaum-C,0.11098544995914088,nick harris-C,-0.05,jimmy morrissey-C,-0.004031981970725237,juice scruggs-C,-0.05,1.1677,-0.00676471214237517
669,124.0,KENDRICK GREEN,2021,C,"Pounces out of his stance with bent knees and low pads rangy with the lateral agility to easily reach  pull and advance to the second level fluid mover
with the body control to flip his hips in the hole quick reflexes and makes adjustments on the fly to handle rushers attempting to cross his face displays the core
strength and forceful hands to control blocks once he locks on usually able to sink and re anchor after the initial jolt lived in the weight room and was the strongest
player on the team  700 pound squat  played equally efficient at both center and guard stayed healthy and started every game the last three seasons  finishing his
career with 33 straight starts ","Long armed rushers can get into his frame tends to give ground vs  power and NFL bullies will be a challenge for him will misfire at times with his
hands and his lack of ideal length makes it more pronounced when he does miss allows his upper half to get overextended  leaving him susceptible to
counters needs to improve his base footwork when attempting to reset on the move won t be an ideal fit for every scheme ",kendrick green,kendrick green-C,56642.0,kendrick green,C,-0.02637282414084256,pounce stance bent knee low pad rangy lateral agility easily reach pull advance second level fluid mover body control flip hip hole quick reflex make adjustment fly handle rusher attempting cross face display core strength forceful hand control block lock usually able sink anchor initial jolt lived weight room strongest player team pound squat played equally efficient center guard stayed healthy started every game last three season finishing career straight start,long armed rusher get frame tends give ground power nfl bully challenge misfire time hand lack ideal length make pronounced miss allows upper half get overextended leaving susceptible counter need improve base footwork attempting reset move ideal fit every scheme,pounce stance bent knee low pad rangy lateral agility easily reach pull advance second level fluid mover body control flip hip hole quick reflex make adjustment fly handle rusher attempting cross face display core strength forceful hand control block lock usually able sink anchor initial jolt lived weight room strongest player team pound squat played equally efficient center guard stayed healthy started every game last three season finishing career straight start long armed rusher get frame tends give ground power nfl bully challenge misfire time hand lack ideal length make pronounced miss allows upper half get overextended leaving susceptible counter need improve base footwork attempting reset move ideal fit every scheme,"['able sink', 'advance second', 'armed rusher', 'bent knee', 'body control', 'career straight', 'center guard', 'core strength', 'cross face', 'every game']",cesar ruiz-C,0.3181,alec lindstrom-C,0.2355,trey hill-C,0.2077,drew dalman-C,0.2011,joe tippmann-C,0.1738,cesar ruiz-C,-0.05,alec lindstrom-C,-0.05,trey hill-C,0.0024883733905706187,drew dalman-C,0.006395772562832646,joe tippmann-C,0.026509887164736824,1.1361999999999999,-0.01871990547012989
670,125.0,DREW DALMAN,2021,C,"Efficient steps post snap able to flip his hips in the hole  maneuvering his body into proper position enough range to climb or execute outside
pulls uses a well timed punch and technical savvy to tie up power rushers keeps his head on a swivel in his pass sets with NFL ready smarts and awareness rarely
fooled by pressure packages physical finisher once he latches in the run game team captain as a junior and has NFL pedigree started all 18 games the last two
seasons  seeing snaps at center and guard over his Stanford career ","Undersized frame and lacks ideal girth and length for NFL work doesn t have the explosive power to create knock back with his hands average atbest grip strength to control blockers needs to use better knee bend to strengthen his anchor struggles with his balance once defenders reach his edge  leaving him
on the ground needs to have a better response vs  counters plays with some stiffness in space  leaving him late vs  cutoff blocks despite his experience at guard 
several teams view him as a center only prospect ",drew dalman,drew dalman-C,52270.0,drew dalman,C,0.006395772562832646,efficient step post snap able flip hip hole maneuvering body proper position enough range climb execute outside pull us well timed punch technical savvy tie power rusher keep head swivel pas set nfl ready smart awareness rarely fooled pressure package physical finisher latch run game team captain junior nfl pedigree started game last two season seeing snap center guard stanford career,undersized frame lack ideal girth length nfl work explosive power create knock back hand average atbest grip strength control blocker need use better knee bend strengthen anchor struggle balance defender reach edge leaving ground need better response counter play stiffness space leaving late cutoff block despite experience guard several team view center prospect,efficient step post snap able flip hip hole maneuvering body proper position enough range climb execute outside pull us well timed punch technical savvy tie power rusher keep head swivel pas set nfl ready smart awareness rarely fooled pressure package physical finisher latch run game team captain junior nfl pedigree started game last two season seeing snap center guard stanford career undersized frame lack ideal girth length nfl work explosive power create knock back hand average atbest grip strength control blocker need use better knee bend strengthen anchor struggle balance defender reach edge leaving ground need better response counter play stiffness space leaving late cutoff block despite experience guard several team view center prospect,"['able flip', 'blocker need', 'captain junior', 'career undersized', 'center guard', 'center prospect', 'create knock', 'enough range', 'experience guard', 'flip hip']",michal menet-C,0.3393,ben brown-C,0.3371,zach tom-C,0.324,zach frazier-C,0.2755,trey hill-C,0.2381,michal menet-C,-0.05,ben brown-C,-0.05,zach tom-C,-0.05,zach frazier-C,0.0725454225130921,trey hill-C,0.0024883733905706187,1.514,-0.019446006864827125
671,126.0,MICHAL MENET,2021,C,"Outstanding vision to locate and cut off pressures from different angles efficient in his snap and step motion technique focused blocker and uses
handwork and timing to scoop defenders adequate quickness post snap to seal gaps or advance to the second level patient anchor and ties up defenders with his
quick punch and core strength stays under control with his body movements reliable football IQ  identifying and communicating what he sees two time team
captain who leads by example  NFL scout   The coaches say he is an exemplary teammate and he shows up every day with the same attitude   there s no
ego   started 34 games the last three seasons ","Average physical dimensions and lacks desirable arm length leans and pushes blocks  struggling to create movement as a drive blocker needs to
keep running his feet at contact his redirect strength is disappointing on tape needs to be quicker getting to the second block on combinations his base foundation
will start to show cracks vs  long armed bullies blocks with NFL toughness  but want to see more of a nasty streak from him older player and will turn 24 before his
first NFL snap questionable position flexibility and might be a center only ",michal menet,michal menet-C,,,,-0.05,outstanding vision locate cut pressure different angle efficient snap step motion technique focused blocker us handwork timing scoop defender adequate quickness post snap seal gap advance second level patient anchor tie defender quick punch core strength stay control body movement reliable football identifying communicating see two time team captain lead example nfl scout coach say exemplary teammate show every day attitude ego started game last three season,average physical dimension lack desirable arm length lean push block struggling create movement drive blocker need keep running foot contact redirect strength disappointing tape need quicker getting second block combination base foundation start show crack long armed bully block nfl toughness want see nasty streak older player turn first nfl snap questionable position flexibility might center,outstanding vision locate cut pressure different angle efficient snap step motion technique focused blocker us handwork timing scoop defender adequate quickness post snap seal gap advance second level patient anchor tie defender quick punch core strength stay control body movement reliable football identifying communicating see two time team captain lead example nfl scout coach say exemplary teammate show every day attitude ego started game last three season average physical dimension lack desirable arm length lean push block struggling create movement drive blocker need keep running foot contact redirect strength disappointing tape need quicker getting second block combination base foundation start show crack long armed bully block nfl toughness want see nasty streak older player turn first nfl snap questionable position flexibility might center,"['adequate quickness', 'advance second', 'arm length', 'armed bully', 'blocker need', 'blocker us', 'body movement', 'captain lead', 'coach say', 'core strength']",drake jackson-C,0.4247,drew dalman-C,0.3393,olu oluwatimi-C,0.3378,zach frazier-C,0.2788,luke wypler-C,0.2263,drake jackson-C,-0.05,drew dalman-C,0.006395772562832646,olu oluwatimi-C,-0.05,zach frazier-C,0.0725454225130921,luke wypler-C,-0.05,1.6068999999999998,-0.016830076901350934
672,127.0,DRAKE JACKSON,2021,C,"Quick footed blocker to quickly hit his landmarks flies out of his stance with balance to execute reach blocks or pulls strong  technically sound hands
to strike and slide his lower body into position flashes a rapid  tight punch allows his body angles to work for him nice job on combinations and at the second level 
eliminating linebackers from the play very bright individual both on and off the field with  exceptional FBI   according to his coaches blocks with a competitive edge
and he won t wilt after punched in the mouth senior captain durable and started 45 straight games ","Undersized with narrow shoulders and short arms has a tough time resetting and staying in position vs  long armed bullies or counters will
lean lunge at times to compensate  sacrificing his balance not a masher in the run game and struggles to create movement as a drive blocker doesn t have the
power in his hands to turn defenders from the lane was a center only at Kentucky and doesn t have college experience at another position older player and will
turn 24 during his NFL rookie season ",drake jackson,drake jackson-C,,,,-0.05,quick footed blocker quickly hit landmark fly stance balance execute reach block pull strong technically sound hand strike slide lower body position flash rapid tight punch allows body angle work nice job combination second level eliminating linebacker play bright individual field exceptional fbi according coach block competitive edge wilt punched mouth senior captain durable started straight game,undersized narrow shoulder short arm tough time resetting staying position long armed bully counter lean lunge time compensate sacrificing balance masher run game struggle create movement drive blocker power hand turn defender lane center kentucky college experience another position older player turn nfl rookie season,quick footed blocker quickly hit landmark fly stance balance execute reach block pull strong technically sound hand strike slide lower body position flash rapid tight punch allows body angle work nice job combination second level eliminating linebacker play bright individual field exceptional fbi according coach block competitive edge wilt punched mouth senior captain durable started straight game undersized narrow shoulder short arm tough time resetting staying position long armed bully counter lean lunge time compensate sacrificing balance masher run game struggle create movement drive blocker power hand turn defender lane center kentucky college experience another position older player turn nfl rookie season,"['angle work', 'arm tough', 'armed bully', 'block pull', 'body angle', 'body position', 'captain durable', 'center kentucky', 'create movement', 'defender lane']",michal menet-C,0.4247,ross pierschbacher-C,0.2459,jake andrews-C,0.214,tyler biadasz-C,0.2119,garrett bradbury-C,0.2042,michal menet-C,-0.05,ross pierschbacher-C,0.010436985696147693,jake andrews-C,-0.05,tyler biadasz-C,0.022083348463532652,garrett bradbury-C,-0.03132924460568308,1.3007,-0.023899835032194356
673,128.0,TREY HILL,2021,C,"Large framed  wide hipped blocker comfortably carries 320 pounds with thick legs and bubble slams his hands into defenders to shock at the point of
contact has the grip strength to recover and ride out rough reps can be put on his heels by bull rushers  but usually resets his anchor and holds his
ground understands protections and identifies pressures  allowing him to stay patient vs  the blitz not a slug and displays enough mobility to execute short
pulls started 26 straight games with experience at both center and guard ","Heavy legged waist bender with inconsistent weight balance  ending up on the ground guilty of leaning on blocks instead of imposing his power not
a consistent drive blocker and struggles to create movement in the run game struggles with his body control when climbing and misses his mark head ducker into
contact wide hands in his pass sets and struggles to control his man needs to improve his body angles medical evaluation of his knees will be important after he
had an arthroscopic procedure  December 2020  to repair a torn meniscus in both knees ",trey hill,trey hill-C,81653.0,trey hill,C,0.0024883733905706187,large framed wide hipped blocker comfortably carry pound thick leg bubble slam hand defender shock point contact grip strength recover ride rough rep put heel bull rusher usually reset anchor hold ground understands protection identifies pressure allowing stay patient blitz slug display enough mobility execute short pull started straight game experience center guard,heavy legged waist bender inconsistent weight balance ending ground guilty leaning block instead imposing power consistent drive blocker struggle create movement run game struggle body control climbing miss mark head ducker contact wide hand pas set struggle control man need improve body angle medical evaluation knee important arthroscopic procedure december repair torn meniscus knee,large framed wide hipped blocker comfortably carry pound thick leg bubble slam hand defender shock point contact grip strength recover ride rough rep put heel bull rusher usually reset anchor hold ground understands protection identifies pressure allowing stay patient blitz slug display enough mobility execute short pull started straight game experience center guard heavy legged waist bender inconsistent weight balance ending ground guilty leaning block instead imposing power consistent drive blocker struggle create movement run game struggle body control climbing miss mark head ducker contact wide hand pas set struggle control man need improve body angle medical evaluation knee important arthroscopic procedure december repair torn meniscus knee,"['angle medical', 'blocker struggle', 'body angle', 'body control', 'bull rusher', 'carry pound', 'center guard', 'consistent drive', 'control man', 'create movement']",ben brown-C,0.286,drew dalman-C,0.2381,keith ismael-C,0.2233,dohnovan west-C,0.2219,kendrick green-C,0.2077,ben brown-C,-0.05,drew dalman-C,0.006395772562832646,keith ismael-C,-0.0063665183782921474,dohnovan west-C,-0.05,kendrick green-C,-0.02637282414084256,1.177,-0.02614396404478775
674,129.0,JIMMY MORRISSEY,2021,C,"Adequate quickness post snap to achieve landmarks and wall off lanes slides pulls efficiently to pick up outside pressures steady balance in pass
protection  sinking to reset strong upper body to grapple with bigger defenders mean dude and plays with a competitive demeanor keeps his eyes in the right
place and rarely gets fooled key man making the line calls two time team captain and considered the heart and soul of the offense former walk on and bet on
himself four year starter with 47 career starts  including one start at guard ","Average length and rushers are able to quickly detach from his blocks doesn t have a broad frame and can be overwhelmed by power his hand
placement is sporadic and lacks consistency looks to latch and drive  but struggles to sustain as a base blocker his blocking angles need to be better on the move
and at the second level plays with a chip  but doesn t have the bully strength to steamroll in the run game suffered a season ending right ankle injury as a
sophomore  November 2018  that required surgery ",jimmy morrissey,jimmy morrissey-C,41626.0,jimmy morrissey,C,-0.004031981970725237,adequate quickness post snap achieve landmark wall lane slide pull efficiently pick outside pressure steady balance pas protection sinking reset strong upper body grapple bigger defender mean dude play competitive demeanor keep eye right place rarely get fooled key man making line call two time team captain considered heart soul offense former walk bet four year starter career start including one start guard,average length rusher able quickly detach block broad frame overwhelmed power hand placement sporadic lack consistency look latch drive struggle sustain base blocker blocking angle need better move second level play chip bully strength steamroll run game suffered season ending right ankle injury sophomore november required surgery,adequate quickness post snap achieve landmark wall lane slide pull efficiently pick outside pressure steady balance pas protection sinking reset strong upper body grapple bigger defender mean dude play competitive demeanor keep eye right place rarely get fooled key man making line call two time team captain considered heart soul offense former walk bet four year starter career start including one start guard average length rusher able quickly detach block broad frame overwhelmed power hand placement sporadic lack consistency look latch drive struggle sustain base blocker blocking angle need better move second level play chip bully strength steamroll run game suffered season ending right ankle injury sophomore november required surgery,"['able quickly', 'adequate quickness', 'ankle injury', 'average length', 'balance pas', 'blocking angle', 'call two', 'captain considered', 'career start', 'eye right']",jackson powersjohnson-C,0.2995,kingsley eguakun-C,0.2819,john michaelschmitz-C,0.2421,josh myers-C,0.2189,tanor bortolini-C,0.2108,jackson powersjohnson-C,-0.05,kingsley eguakun-C,-0.05,john michaelschmitz-C,-0.05,josh myers-C,-0.057762611433003194,tanor bortolini-C,0.01790659564861092,1.2532,-0.039933390743662
976,175.0,TYLER LINDERBAUM,2022,C,"Quick off the ball  and flies out of his stance to reach the three technique   excellent on the move run blocker with his ability to gain leverage  seal and
create lanes   flexible hips and lower body to smoothly redirect and explode into defenders   displays impeccable timing on combination blocks   consistently
climbs to the second level and removes linebackers from the play   has physical hands and is a brawler at contact   displays tight hands in pass protection  with
elbows that rub his ribs   drops his hips and keeps his feet underneath him to anchor at shallow depth   consistently blocks past the whistle with the bulldog
mentality to finish every play   innately motivated  but also humble and was named a team captain in 2021  head coach Kirk Ferentz   I don t know if it gets any
better than Tyler      plays hurt and doesn t allow injuries to greatly affect his play   started every game at center the past three seasons  35 consecutive starts  ","Undersized with a squatty frame   his lack of length and girth can be exposed vs  long armed rushers   grappler at the point of attack  but not an
overpowering blocker   will struggle in pass protection when he misfires with his punch  leaving him overextended and controlled   his inconsistent habits in pass
protection leave him on the ground too much   will occasionally drop his eyes in space  allowing rushers to elude him   will fall off second level blocks when he
sacrifices his balance   didn t play tackle or guard in college  and doesn t offer position versatility   suffered a left foot sprain in the bowl game  January 2022  that
sidelined him for the Senior Bowl and Combine ",tyler linderbaum,tyler linderbaum-C,82291.0,tyler linderbaum,C,0.11098544995914088,quick ball fly stance reach three technique excellent move run blocker ability gain leverage seal create lane flexible hip lower body smoothly redirect explode defender display impeccable timing combination block consistently climb second level remove linebacker play physical hand brawler contact display tight hand pas protection elbow rub rib drop hip keep foot underneath anchor shallow depth consistently block past whistle bulldog mentality finish every play innately motivated also humble named team captain head coach kirk ferentz know get better tyler play hurt allow injury greatly affect play started every game center past three season consecutive start,undersized squatty frame lack length girth exposed long armed rusher grappler point attack overpowering blocker struggle pas protection misfire punch leaving overextended controlled inconsistent habit pas protection leave ground much occasionally drop eye space allowing rusher elude fall second level block sacrifice balance play tackle guard college offer position versatility suffered left foot sprain bowl game january sidelined senior bowl combine,quick ball fly stance reach three technique excellent move run blocker ability gain leverage seal create lane flexible hip lower body smoothly redirect explode defender display impeccable timing combination block consistently climb second level remove linebacker play physical hand brawler contact display tight hand pas protection elbow rub rib drop hip keep foot underneath anchor shallow depth consistently block past whistle bulldog mentality finish every play innately motivated also humble named team captain head coach kirk ferentz know get better tyler play hurt allow injury greatly affect play started every game center past three season consecutive start undersized squatty frame lack length girth exposed long armed rusher grappler point attack overpowering blocker struggle pas protection misfire punch leaving overextended controlled inconsistent habit pas protection leave ground much occasionally drop eye space allowing rusher elude fall second level block sacrifice balance play tackle guard college offer position versatility suffered left foot sprain bowl game january sidelined senior bowl combine,"['pas protection', 'second level', 'ability gain', 'anchor shallow', 'armed rusher', 'allow injury', 'allowing rusher', 'captain head', 'center past', 'climb second']",cohl cabral-C,0.4243,quinn meinerz-C,0.3241,josh myers-C,0.2511,nick harris-C,0.2189,graham barton-C,0.2095,cohl cabral-C,-0.05,quinn meinerz-C,-0.05,josh myers-C,-0.057762611433003194,nick harris-C,-0.05,graham barton-C,-0.01186773018237681,1.4279,-0.04577034890681073
977,176.0,CAM JURGENS,2022,C,"Former tight end who moves like it   outstanding space athlete with the range to pull  climb and pick off defenders 30 yards downfield in the screen
game   efficient and timely with his combinations   his lateral quickness and lower body fluidity help him mirror and stay connected vs  interior rushers   has long
arms and works hard to stay balanced through contact   able to anchor when he uses proper fundamentals and knee bend   his hand strength jolts and surprises
defenders at contact   blocks with some edge to him  and his energy level doesn t fall off late in games   has worked hard to pack weight onto his frame  
consistently played through pain during his career   started 31 of 32 games the past three seasons ","His frame appears near maxed out   doesn t have the upper body power to latch and overwhelm the man across from him   has the bad habit of
head ducking and over setting his target   struggles to recover once stacked and his chest is exposed   penalized six times in 2021  including multiple holding calls  
often overaggressive and needs to stay under control at the second level to break down and avoid being shaken by linebackers   doesn t have guard experience   his
medical history needs to be fully vetted  missed the second half of his senior year of high school after breaking his fibula and dislocating his left ankle  October 2017  
suffered a broken metatarsal in his right foot  October 2018  and redshirted  reaggravated his foot injury and missed one game  November 2020  ",cam jurgens,cam jurgens-C,84014.0,cam jurgens,C,-0.03012039199864715,former tight end move like outstanding space athlete range pull climb pick defender yard downfield screen game efficient timely combination lateral quickness lower body fluidity help mirror stay connected interior rusher long arm work hard stay balanced contact able anchor us proper fundamental knee bend hand strength jolt surprise defender contact block edge energy level fall late game worked hard pack weight onto frame consistently played pain career started game past three season,frame appears near maxed upper body power latch overwhelm man across bad habit head ducking setting target struggle recover stacked chest exposed penalized six time including multiple holding call often overaggressive need stay control second level break avoid shaken linebacker guard experience medical history need fully vetted missed second half senior year high school breaking fibula dislocating left ankle october suffered broken metatarsal right foot october redshirted reaggravated foot injury missed one game november,former tight end move like outstanding space athlete range pull climb pick defender yard downfield screen game efficient timely combination lateral quickness lower body fluidity help mirror stay connected interior rusher long arm work hard stay balanced contact able anchor us proper fundamental knee bend hand strength jolt surprise defender contact block edge energy level fall late game worked hard pack weight onto frame consistently played pain career started game past three season frame appears near maxed upper body power latch overwhelm man across bad habit head ducking setting target struggle recover stacked chest exposed penalized six time including multiple holding call often overaggressive need stay control second level break avoid shaken linebacker guard experience medical history need fully vetted missed second half senior year high school breaking fibula dislocating left ankle october suffered broken metatarsal right foot october redshirted reaggravated foot injury missed one game november,"['able anchor', 'bad habit', 'balanced contact', 'body power', 'call often', 'career started', 'contact able', 'defender contact', 'foot injury', 'game past']",cohl cabral-C,0.3331,charles turner-C,0.3316,luke fortner-C,0.2706,graham barton-C,0.2553,dylan parham-C,0.2464,cohl cabral-C,-0.05,charles turner-C,-0.05,luke fortner-C,-0.07494716267309083,graham barton-C,-0.01186773018237681,dylan parham-C,-0.05,1.437,-0.047923127164160875
978,177.0,DYLAN PARHAM,2022,C,"Fires from a low position to establish leverage   shows natural knee bend  core strength and balance in his pass sets   coordinated hand exchange to
reset and answer different types of rushers   has the patience and timing to handle blitzers from depth or find late pressures   rolls his hips into contact and runs his
feet to control his man   agile  efficient puller who operates well in space to execute blocks 10 yards downfield   finds work at the second level and on combinations
  his coaches say he developed more of a mean streak as a senior   added almost 85 pounds since enrolling at Memphis   versatile experience with double digit
starts at three different positions  left guard  right guard  right tackle    durable and started all 51 games the past four seasons ","Will be deemed undersized by several NFL teams   his length is average   light in the pants and can get knocked off his feet by angle blocks   his
ability to anchor is founded more on leverage than base strength   plays on overdrive at times  losing control   shows the bad habit of leaning hard on blocks and
finding himself hunched and off balanced   tends to arrive too early on zone blocks and needs to be more precise with his angles and timing   looks to get a head
start  and he had multiple false starts on the tapes studied   doesn t have any in game playing experience at center ",dylan parham,dylan parham-C,,,,-0.05,fire low position establish leverage show natural knee bend core strength balance pas set coordinated hand exchange reset answer different type rusher patience timing handle blitzers depth find late pressure roll hip contact run foot control man agile efficient puller operates well space execute block yard downfield find work second level combination coach say developed mean streak senior added almost pound since enrolling memphis versatile experience double digit start three different position left guard right guard right tackle durable started game past four season,deemed undersized several nfl team length average light pant get knocked foot angle block ability anchor founded leverage base strength play overdrive time losing control show bad habit leaning hard block finding hunched balanced tends arrive early zone block need precise angle timing look get head start multiple false start tape studied game playing experience center,fire low position establish leverage show natural knee bend core strength balance pas set coordinated hand exchange reset answer different type rusher patience timing handle blitzers depth find late pressure roll hip contact run foot control man agile efficient puller operates well space execute block yard downfield find work second level combination coach say developed mean streak senior added almost pound since enrolling memphis versatile experience double digit start three different position left guard right guard right tackle durable started game past four season deemed undersized several nfl team length average light pant get knocked foot angle block ability anchor founded leverage base strength play overdrive time losing control show bad habit leaning hard block finding hunched balanced tends arrive early zone block need precise angle timing look get head start multiple false start tape studied game playing experience center,"['guard right', 'angle block', 'balance pas', 'base strength', 'block need', 'bad habit', 'contact run', 'control man', 'core strength', 'different position']",matt lee-C,0.3761,keith ismael-C,0.3423,olu oluwatimi-C,0.2997,ricky stromberg-C,0.2686,cam jurgens-C,0.2464,matt lee-C,0.011009424694976152,keith ismael-C,-0.0063665183782921474,olu oluwatimi-C,-0.05,ricky stromberg-C,-0.05,cam jurgens-C,-0.03012039199864715,1.5331,-0.022095935817347555
